;docid;docnumber;docdate;parent;request;date;hour;name;federal_district;region_with_type;city;timezone;lat;lon;local_time
0;414051;ОП-З-00073-001;2023-06-23 09:14:12.352472+03:00;413936;1022200907794;2023-06-23;9;"КГБОУ ""АЛТАЙСКИЙ КРАЕВОЙ ПЕДАГОГИЧЕСКИЙ ЛИЦЕЙ-ИНТЕРНАТ""";Сибирский;Алтайский край;Барнаул;UTC+7;53.33927;83.767044;2023-06-23 13:14:12.352472+07:00
1;412740;О-З-00017-002;2023-06-20 14:26:02.272314+03:00;412442;1030100510461;2023-06-20;14;УО АМО КОШЕХАБЛЬСКИЙ РАЙОН;Южный;Респ Адыгея;;UTC+3;44.895884;40.492873;2023-06-20 14:26:02.272314+03:00
2;412900;ОП-З-00028-001;2023-06-21 09:08:10.800947+03:00;412854;1024200721797;2023-06-21;9;"ГБНОУ ""ГМЛИ"", ГБНОУ ""ГУБЕРНАТОРСКИЙ МНОГОПРОФИЛЬНЫЙ ЛИЦЕЙ-ИНТЕРНАТ""";Сибирский;Кемеровская область - Кузбасс;Кемерово;UTC+7;55.3369049;86.1380722;2023-06-21 13:08:10.800947+07:00
3;412304;ОП-З-00005-001;2023-06-19 16:39:11.096665+03:00;412293;1026605402394;2023-06-19;16;МАОУ СОШ № 76 С УГЛУБЛЕННЫМ ИЗУЧЕНИЕМ ОТДЕЛЬНЫХ ПРЕДМЕТОВ;Уральский;Свердловская обл;Екатеринбург;UTC+5;56.8306504;60.6230595;2023-06-19 18:39:11.096665+05:00
4;413761;ОП-З-00055-002;2023-06-22 14:44:21.289675+03:00;413570;1026401590610;2023-06-22;14;"МАОУ ""ГИМНАЗИЯ ИМЕНИ Ю.А. ГАРНАЕВА""";Приволжский;Саратовская обл;Балашов;UTC+4;51.5520858;43.1420728;2023-06-22 15:44:21.289675+04:00
5;416543;ОП-З-00138-001;2023-06-27 14:42:41.520969+03:00;416499;1065302005295;2023-06-27;14;"МАОУ ""ГИМНАЗИЯ"" Г.ВАЛДАЙ";Северо-Западный;Новгородская обл;Валдай;UTC+3;57.9853524;33.2387915;2023-06-27 14:42:41.520969+03:00
6;419856;ОП-З-00223-003;2023-06-29 16:44:33.563623+03:00;419108;1025203750791;2023-06-29;16;МАОУ СШ № 151 С УГЛУБЛЕННЫМ ИЗУЧЕНИЕМ ОТДЕЛЬНЫХ ПРЕДМЕТОВ;Приволжский;Нижегородская обл;Нижний Новгород;UTC+3;56.3097995;44.0273619;2023-06-29 16:44:33.563623+03:00
7;417680;ОП-З-00177-001;2023-06-28 10:09:14.796842+03:00;417642;1142722001223;2023-06-28;10;КГАНОУ КЦО;Дальневосточный;Хабаровский край;Хабаровск;UTC+10;48.4284741;135.1070275;2023-06-28 17:09:14.796842+10:00
8;424211;ОП-З-00335-004;2023-07-04 12:21:21.893965+03:00;422948;1028301647032;2023-07-04;12;"ГБОУ НАО ""СШ № 1 ИМЕНИ П.М. СПИРИХИНА""";Северо-Западный;Ненецкий АО;Нарьян-Мар;UTC+3;67.6379672;53.0069565;2023-07-04 12:21:21.893965+03:00
9;442979;ОП-З-00904-001;2023-08-01 12:38:07.863178+03:00;442968;1036300667534;2023-08-01;12;"ГАПОУ ""СГК""";Приволжский;Самарская обл;Самара;UTC+4;53.1871171;50.0961042;2023-08-01 13:38:07.863178+04:00
10;518841;ОП-З-03082-001;2023-11-16 18:23:24.198253+03:00;518795;1034316511041;2023-11-16;18;"ФГБОУ ВО ""ВЯТСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ"", ВЯТГУ, ВЯТСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ";Приволжский;Кировская обл;Киров;UTC+3;58.6022979;49.6653679;2023-11-16 18:23:24.198253+03:00
11;412351;З-00007;2023-06-19 17:57:02.360549+03:00;0;1027802505279;2023-06-19;17;"ФГАОУ ВО СПБПУ,СПБПУ,ФГАОУ ВО ""СПБПУ"", САНКТ-ПЕТЕРБУРГСКИЙ ПОЛИТЕХНИЧЕСКИЙ УНИВЕРСИТЕТ ПЕТРА ВЕЛИКОГО";Северо-Западный;г Санкт-Петербург;Санкт-Петербург;UTC+3;60.0075321;30.3730651;2023-06-19 17:57:02.360549+03:00
12;421024;ОП-З-00258-001;2023-06-30 17:22:12.708742+03:00;420707;1036300880747;2023-06-30;17;САМАРСКИЙ РЕГИОНАЛЬНЫЙ ЦЕНТР ДЛЯ ОДАРЕННЫХ ДЕТЕЙ;Приволжский;Самарская обл;Самара;UTC+4;53.2287205;50.2325462;2023-06-30 18:22:12.708742+04:00
13;421167;ОП-З-00288-001;2023-06-30 17:32:48.301866+03:00;420933;1034700559475;2023-06-30;17;"МОБУ ""СОШ № 6"" Г. ВСЕВОЛОЖСКА";Северо-Западный;Ленинградская обл;Всеволожск;UTC+3;59.9938241;30.6474183;2023-06-30 17:32:48.301866+03:00
14;418419;ОП-З-00174-002;2023-06-28 15:42:33.035403+03:00;417612;1026604939855;2023-06-28;15;"ФГАОУ ВО ""УРФУ ИМЕНИ ПЕРВОГО ПРЕЗИДЕНТА РОССИИ Б.Н. ЕЛЬЦИНА"", УРАЛЬСКИЙ ФЕДЕРАЛЬНЫЙ УНИВЕРСИТЕТ, УРФУ, УРАЛЬСКИЙ ФЕДЕРАЛЬНЫЙ УНИВЕРСИТЕТ ИМЕНИ ПЕРВОГО ПРЕЗИДЕНТА РОССИИ Б.Н. ЕЛЬЦИНА";Уральский;Свердловская обл;Екатеринбург;UTC+5;56.843987;60.653843;2023-06-28 17:42:33.035403+05:00
15;437777;ОП-З-00738-001;2023-07-19 15:43:56.320389+03:00;437731;1026602317994;2023-07-19;15;МАОУ СОШ № 1 ИМЕНИ С.С. АЛЕКСЕЕВА;Уральский;Свердловская обл;Екатеринбург;UTC+5;56.8388117;60.5722803;2023-07-19 17:43:56.320389+05:00
16;419886;ОП-З-00231-002;2023-06-29 16:49:00.081370+03:00;419683;1026605402394;2023-06-29;16;МАОУ СОШ № 76 С УГЛУБЛЕННЫМ ИЗУЧЕНИЕМ ОТДЕЛЬНЫХ ПРЕДМЕТОВ;Уральский;Свердловская обл;Екатеринбург;UTC+5;56.8306504;60.6230595;2023-06-29 18:49:00.081370+05:00
17;412244;З-00004;2023-06-19 14:17:01.589083+03:00;0;1026605402394;2023-06-19;14;МАОУ СОШ № 76 С УГЛУБЛЕННЫМ ИЗУЧЕНИЕМ ОТДЕЛЬНЫХ ПРЕДМЕТОВ;Уральский;Свердловская обл;Екатеринбург;UTC+5;56.8306504;60.6230595;2023-06-19 16:17:01.589083+05:00
18;432759;ОП-З-00581-002;2023-07-12 14:44:21.435484+03:00;432730;1025801438651;2023-07-12;14;ГУБЕРНСКИЙ ЛИЦЕЙ;Приволжский;Пензенская обл;Пенза;UTC+3;53.1845712;44.9759934;2023-07-12 14:44:21.435484+03:00
19;421180;ОП-З-00270-001;2023-06-30 17:35:07.336223+03:00;420803;1027301181984;2023-06-30;17;ОГБОУ ГИМНАЗИЯ №1;Приволжский;Ульяновская обл;Ульяновск;UTC+4;54.3184459;48.4015484;2023-06-30 18:35:07.336223+04:00
20;419120;ОП-З-00219-002;2023-06-29 10:39:06.840819+03:00;418970;1022401793248;2023-06-29;10;МАОУ ЛИЦЕЙ № 7;Сибирский;Красноярский край;Красноярск;UTC+7;56.01431;92.8167953;2023-06-29 14:39:06.840819+07:00
21;418895;О-З-00178-001;2023-06-29 09:48:02.082728+03:00;417650;1021000541803;2023-06-29;9;"ГАПОУ РК ""ПЕТРОЗАВОДСКИЙ ПЕДАГОГИЧЕСКИЙ КОЛЛЕДЖ""";Северо-Западный;Респ Карелия;Петрозаводск;UTC+3;61.7904107;34.3431064;2023-06-29 09:48:02.082728+03:00
22;425974;ОП-З-00339-002;2023-07-05 13:46:47.264921+03:00;423105;1022901003861;2023-07-05;13;"МОУ ""СОШ №2 ИМ. В.И. ЗАХАРОВА""";Северо-Западный;Архангельская обл;Новодвинск;UTC+3;64.420203;40.7862231;2023-07-05 13:46:47.264921+03:00
23;420537;ОП-З-00245-003;2023-06-30 10:13:55.912434+03:00;420262;1027501164899;2023-06-30;10;"МБОУ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 40""";Дальневосточный;Забайкальский край;Чита;UTC+9;52.047647;113.4959663;2023-06-30 16:13:55.912434+09:00
24;438682;ОП-З-00753-002;2023-07-20 12:56:41.018647+03:00;438612;1020100510319;2023-07-20;12;МБОУ СОШ № 1;Южный;Респ Адыгея;;UTC+3;44.8977524;40.4879393;2023-07-20 12:56:41.018647+03:00
25;461398;ОП-З-01496-001;2023-09-05 12:40:15.936490+03:00;461382;1155074010508;2023-09-05;12;"ГБПОУ МО ""ПОДОЛЬСКИЙ КОЛЛЕДЖ ИМЕНИ А.В. НИКУЛИНА""";Центральный;Московская обл;Подольск;UTC+3;55.4333813;37.5427342;2023-09-05 12:40:15.936490+03:00
26;461329;ОП-З-01482-002;2023-09-05 12:03:02.565954+03:00;460861;1057747900143;2023-09-05;12;УРАЛЬСКИЙ ИНСТИТУТ ГПС МЧС РОССИИ;Уральский;Свердловская обл;Екатеринбург;UTC+5;56.8466706;60.6467496;2023-09-05 14:03:02.565954+05:00
27;435534;О-З-00668-001;2023-07-17 16:05:02.213839+03:00;435409;1209200005486;2023-07-17;16;"ГБОУ ""ШКОЛА ЭКОТЕХ+""";Южный;г Севастополь;Севастополь;UTC+3;44.575562;33.4588711;2023-07-17 16:05:02.213839+03:00
28;427355;ОП-З-00445-002;2023-07-06 11:34:08.372324+03:00;427275;1026401590786;2023-07-06;11;"МОУ ""ГИМНАЗИЯ №1"" Г. БАЛАШОВА САРАТОВСКОЙ ОБЛАСТИ";Приволжский;Саратовская обл;Балашов;UTC+4;51.5536169;43.2169645;2023-07-06 12:34:08.372324+04:00
29;427914;О-З-00252-003;2023-07-06 13:27:01.940787+03:00;420555;1035607500224;2023-07-06;13;ГКОУ ШКОЛА-ИНТЕРНАТ № 1 Г. ОРЕНБУРГА;Приволжский;Оренбургская обл;Оренбург;UTC+5;51.8036409;55.0602691;2023-07-06 15:27:01.940787+05:00
30;420595;ОП-З-00247-001;2023-06-30 19:02:23.626395+03:00;420283;1026604939855;2023-06-30;19;"ФГАОУ ВО ""УРФУ ИМЕНИ ПЕРВОГО ПРЕЗИДЕНТА РОССИИ Б.Н. ЕЛЬЦИНА"", УРАЛЬСКИЙ ФЕДЕРАЛЬНЫЙ УНИВЕРСИТЕТ, УРФУ, УРАЛЬСКИЙ ФЕДЕРАЛЬНЫЙ УНИВЕРСИТЕТ ИМЕНИ ПЕРВОГО ПРЕЗИДЕНТА РОССИИ Б.Н. ЕЛЬЦИНА";Уральский;Свердловская обл;Екатеринбург;UTC+5;56.843987;60.653843;2023-06-30 21:02:23.626395+05:00
31;432971;ОП-З-00584-001;2023-07-12 16:22:32.368331+03:00;432960;1072130006740;2023-07-12;16;"МАОУ ""ГИМНАЗИЯ № 5"" Г. ЧЕБОКСАРЫ";Приволжский;Чувашская республика - Чувашия;Чебоксары;UTC+3;56.1371401;47.2436305;2023-07-12 16:22:32.368331+03:00
32;422368;ОП-З-00262-003;2023-07-03 11:18:20.105705+03:00;420744;1023701393913;2023-07-03;11;;;;;;;;2023-07-03 11:18:20.105705+03:00
33;420402;ОП-З-00244-001;2023-06-30 09:45:04.443641+03:00;420255;1026401590610;2023-06-30;9;"МАОУ ""ГИМНАЗИЯ ИМЕНИ Ю.А. ГАРНАЕВА""";Приволжский;Саратовская обл;Балашов;UTC+4;51.5520858;43.1420728;2023-06-30 10:45:04.443641+04:00
34;424064;ОП-З-00363-001;2023-07-04 11:40:16.440466+03:00;423518;1024800833628;2023-07-04;11;;;;;;;;2023-07-04 11:40:16.440466+03:00
35;427926;ОП-З-00457-003;2023-07-06 13:37:21.051110+03:00;427693;1027802505279;2023-07-06;13;"ФГАОУ ВО СПБПУ,СПБПУ,ФГАОУ ВО ""СПБПУ"", САНКТ-ПЕТЕРБУРГСКИЙ ПОЛИТЕХНИЧЕСКИЙ УНИВЕРСИТЕТ ПЕТРА ВЕЛИКОГО";Северо-Западный;г Санкт-Петербург;Санкт-Петербург;UTC+3;60.0075321;30.3730651;2023-07-06 13:37:21.051110+03:00
36;421318;ОП-З-00261-001;2023-06-30 18:01:17.619699+03:00;420733;1023302752472;2023-06-30;18;;;;;;;;2023-06-30 18:01:17.619699+03:00
37;427971;ОП-З-00457-004;2023-07-06 13:40:45.108654+03:00;427693;1027802505279;2023-07-06;13;"ФГАОУ ВО СПБПУ,СПБПУ,ФГАОУ ВО ""СПБПУ"", САНКТ-ПЕТЕРБУРГСКИЙ ПОЛИТЕХНИЧЕСКИЙ УНИВЕРСИТЕТ ПЕТРА ВЕЛИКОГО";Северо-Западный;г Санкт-Петербург;Санкт-Петербург;UTC+3;60.0075321;30.3730651;2023-07-06 13:40:45.108654+03:00
38;525775;ОП-З-03183-005;2023-11-30 15:31:10.194974+03:00;522024;1026602950065;2023-11-30;15;"ФГБОУ ВО ""УРАЛЬСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ПУТЕЙ СООБЩЕНИЯ"", ФГБОУ ВО УРГУПС, УРГУПС";Уральский;Свердловская обл;Екатеринбург;UTC+5;56.848842;60.576984;2023-11-30 17:31:10.194974+05:00
39;455159;ОП-З-00917-003;2023-08-30 09:38:34.264176+03:00;443363;1038302271919;2023-08-30;9;"ГБПОУ НАО ""НЕНЕЦКИЙ АГРАРНО-ЭКОНОМИЧЕСКИЙ ТЕХНИКУМ ИМЕНИ В.Г. ВОЛКОВА""";Северо-Западный;Ненецкий АО;Нарьян-Мар;UTC+3;67.6335329;52.9886114;2023-08-30 09:38:34.264176+03:00
40;422644;ОП-З-00274-002;2023-07-03 12:40:10.954657+03:00;420833;1022401793248;2023-07-03;12;МАОУ ЛИЦЕЙ № 7;Сибирский;Красноярский край;Красноярск;UTC+7;56.01431;92.8167953;2023-07-03 16:40:10.954657+07:00
41;422427;ОП-З-00325-001;2023-07-03 11:35:24.608363+03:00;422390;1142722001223;2023-07-03;11;КГАНОУ КЦО;Дальневосточный;Хабаровский край;Хабаровск;UTC+10;48.4284741;135.1070275;2023-07-03 18:35:24.608363+10:00
42;422351;О-З-00262-002;2023-07-03 11:17:01.437242+03:00;420744;1023701393913;2023-07-03;11;;;;;;;;2023-07-03 11:17:01.437242+03:00
43;436027;ОП-З-00686-001;2023-07-18 09:15:08.134514+03:00;435943;1022500615610;2023-07-18;9;"КГА ПОУ ""ДИТК""";Дальневосточный;Приморский край;Дальнегорск;UTC+10;44.5446528;135.5513893;2023-07-18 16:15:08.134514+10:00
44;436040;ОП-З-00689-001;2023-07-18 09:17:33.923888+03:00;435964;1027501153074;2023-07-18;9;"ГПОУ ""ЧПТК""";Дальневосточный;Забайкальский край;Чита;UTC+9;52.0296645;113.5078224;2023-07-18 15:17:33.923888+09:00
45;423617;О-З-00292-003;2023-07-04 09:36:02.320403+03:00;421076;1024301004860;2023-07-04;9;КОГОБУ СШ ПГТ ОРИЧИ;Приволжский;Кировская обл;;UTC+3;58.3947579;49.0526647;2023-07-04 09:36:02.320403+03:00
46;424119;ОП-З-00163-009;2023-07-04 11:38:42.144558+03:00;417345;1027802505279;2023-07-04;11;"ФГАОУ ВО СПБПУ,СПБПУ,ФГАОУ ВО ""СПБПУ"", САНКТ-ПЕТЕРБУРГСКИЙ ПОЛИТЕХНИЧЕСКИЙ УНИВЕРСИТЕТ ПЕТРА ВЕЛИКОГО";Северо-Западный;г Санкт-Петербург;Санкт-Петербург;UTC+3;60.0075321;30.3730651;2023-07-04 11:38:42.144558+03:00
47;426913;ОП-З-00430-001;2023-07-06 09:49:52.089014+03:00;426705;1024001186483;2023-07-06;9;"МБОУ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 5"" Г. КАЛУГИ";Центральный;Калужская обл;Калуга;UTC+3;54.5126164;36.2584731;2023-07-06 09:49:52.089014+03:00
48;425079;О-З-00353-001;2023-07-05 02:59:02.366867+03:00;423432;1027900510659;2023-07-05;2;"МБОУ ""ГИМНАЗИЯ № 1""";Дальневосточный;Еврейская Аобл;Биробиджан;UTC+10;48.7924099;132.9285179;2023-07-05 09:59:02.366867+10:00
49;425301;ОП-З-00387-002;2023-07-05 10:23:19.535708+03:00;424964;1027301181984;2023-07-05;10;ОГБОУ ГИМНАЗИЯ №1;Приволжский;Ульяновская обл;Ульяновск;UTC+4;54.3184459;48.4015484;2023-07-05 11:23:19.535708+04:00
50;424897;ОП-З-00385-001;2023-07-04 15:45:39.072590+03:00;424886;1021000843478;2023-07-04;15;МБОУ СОШ №1;Северо-Западный;Респ Карелия;Кемь;UTC+3;64.9554952;34.6111737;2023-07-04 15:45:39.072590+03:00
51;425272;ОП-З-00353-002;2023-07-05 10:13:50.732270+03:00;423432;1027900510659;2023-07-05;10;"МБОУ ""ГИМНАЗИЯ № 1""";Дальневосточный;Еврейская Аобл;Биробиджан;UTC+10;48.7924099;132.9285179;2023-07-05 17:13:50.732270+10:00
52;430510;ОП-З-00292-015;2023-07-10 09:58:28.997066+03:00;421076;1024301004860;2023-07-10;9;КОГОБУ СШ ПГТ ОРИЧИ;Приволжский;Кировская обл;;UTC+3;58.3947579;49.0526647;2023-07-10 09:58:28.997066+03:00
53;439182;О-З-00781-001;2023-07-20 17:35:02.026832+03:00;439113;1020100510319;2023-07-20;17;МБОУ СОШ № 1;Южный;Респ Адыгея;;UTC+3;44.8977524;40.4879393;2023-07-20 17:35:02.026832+03:00
54;424925;О-З-00383-001;2023-07-04 15:52:01.950310+03:00;424761;1025203750791;2023-07-04;15;МАОУ СШ № 151 С УГЛУБЛЕННЫМ ИЗУЧЕНИЕМ ОТДЕЛЬНЫХ ПРЕДМЕТОВ;Приволжский;Нижегородская обл;Нижний Новгород;UTC+3;56.3097995;44.0273619;2023-07-04 15:52:01.950310+03:00
55;423292;ОП-З-00339-001;2023-07-03 18:23:23.377725+03:00;423105;1022901003861;2023-07-03;18;"МОУ ""СОШ №2 ИМ. В.И. ЗАХАРОВА""";Северо-Западный;Архангельская обл;Новодвинск;UTC+3;64.420203;40.7862231;2023-07-03 18:23:23.377725+03:00
56;430005;О-З-00456-003;2023-07-07 15:36:02.218460+03:00;427664;1034316545064;2023-07-07;15;КОГОАУ ЛЕН;Приволжский;Кировская обл;Киров;UTC+3;58.6281468;49.6377433;2023-07-07 15:36:02.218460+03:00
57;428180;ОП-З-00472-001;2023-07-06 14:20:38.652460+03:00;428156;1060814074595;2023-07-06;14;"МБОУ ""СОШ №3 ИМ. СЕРГИЕНКО Н.Г.""";Южный;Респ Калмыкия;Элиста;UTC+3;46.3045176;44.2768225;2023-07-06 14:20:38.652460+03:00
58;427138;ОП-З-00443-001;2023-07-06 10:46:38.759518+03:00;427115;1026700852089;2023-07-06;10;МБОУ СШ №2 Г. ВЯЗЬМЫ СМОЛЕНСКОЙ ОБЛАСТИ;Центральный;Смоленская обл;Вязьма;UTC+3;55.2033283;34.2962031;2023-07-06 10:46:38.759518+03:00
59;428375;О-З-00384-003;2023-07-06 15:16:02.047577+03:00;424879;1025203750791;2023-07-06;15;МАОУ СШ № 151 С УГЛУБЛЕННЫМ ИЗУЧЕНИЕМ ОТДЕЛЬНЫХ ПРЕДМЕТОВ;Приволжский;Нижегородская обл;Нижний Новгород;UTC+3;56.3097995;44.0273619;2023-07-06 15:16:02.047577+03:00
60;427781;ОП-З-00458-001;2023-07-06 12:53:06.475954+03:00;427701;1022701290116;2023-07-06;12;МАОУ СОШ № 77;Дальневосточный;Хабаровский край;Хабаровск;UTC+10;48.5061333;135.0716054;2023-07-06 19:53:06.475954+10:00
61;429405;ОП-З-00500-001;2023-07-07 11:35:49.400023+03:00;429386;1022200907794;2023-07-07;11;"КГБОУ ""АЛТАЙСКИЙ КРАЕВОЙ ПЕДАГОГИЧЕСКИЙ ЛИЦЕЙ-ИНТЕРНАТ""";Сибирский;Алтайский край;Барнаул;UTC+7;53.33927;83.767044;2023-07-07 15:35:49.400023+07:00
62;429871;ОП-З-00516-001;2023-07-07 14:43:05.592183+03:00;429820;1027808758669;2023-07-07;14;ГБОУ ШКОЛА № 461 САНКТ-ПЕТЕРБУРГА;Северо-Западный;г Санкт-Петербург;Колпино;UTC+3;59.7342297;30.5729022;2023-07-07 14:43:05.592183+03:00
63;428888;О-З-00355-003;2023-07-07 08:52:02.353876+03:00;423447;1142722001223;2023-07-07;8;КГАНОУ КЦО;Дальневосточный;Хабаровский край;Хабаровск;UTC+10;48.4284741;135.1070275;2023-07-07 15:52:02.353876+10:00
64;427800;ОП-З-00460-001;2023-07-06 12:58:27.987709+03:00;427770;1026401590786;2023-07-06;12;"МОУ ""ГИМНАЗИЯ №1"" Г. БАЛАШОВА САРАТОВСКОЙ ОБЛАСТИ";Приволжский;Саратовская обл;Балашов;UTC+4;51.5536169;43.2169645;2023-07-06 13:58:27.987709+04:00
65;430242;ОП-З-00491-002;2023-07-07 17:15:37.225308+03:00;429016;1035607500224;2023-07-07;17;ГКОУ ШКОЛА-ИНТЕРНАТ № 1 Г. ОРЕНБУРГА;Приволжский;Оренбургская обл;Оренбург;UTC+5;51.8036409;55.0602691;2023-07-07 19:15:37.225308+05:00
66;439196;ОП-З-00781-002;2023-07-20 17:37:00.919786+03:00;439113;1020100510319;2023-07-20;17;МБОУ СОШ № 1;Южный;Респ Адыгея;;UTC+3;44.8977524;40.4879393;2023-07-20 17:37:00.919786+03:00
67;428621;ОП-З-00478-001;2023-07-06 17:01:59.246793+03:00;428596;1025203750791;2023-07-06;17;МАОУ СШ № 151 С УГЛУБЛЕННЫМ ИЗУЧЕНИЕМ ОТДЕЛЬНЫХ ПРЕДМЕТОВ;Приволжский;Нижегородская обл;Нижний Новгород;UTC+3;56.3097995;44.0273619;2023-07-06 17:01:59.246793+03:00
68;427852;ОП-З-00462-001;2023-07-06 13:15:09.935444+03:00;427815;1022401793248;2023-07-06;13;МАОУ ЛИЦЕЙ № 7;Сибирский;Красноярский край;Красноярск;UTC+7;56.01431;92.8167953;2023-07-06 17:15:09.935444+07:00
69;428465;ОП-З-00457-005;2023-07-06 15:40:41.329561+03:00;427693;1027802505279;2023-07-06;15;"ФГАОУ ВО СПБПУ,СПБПУ,ФГАОУ ВО ""СПБПУ"", САНКТ-ПЕТЕРБУРГСКИЙ ПОЛИТЕХНИЧЕСКИЙ УНИВЕРСИТЕТ ПЕТРА ВЕЛИКОГО";Северо-Западный;г Санкт-Петербург;Санкт-Петербург;UTC+3;60.0075321;30.3730651;2023-07-06 15:40:41.329561+03:00
70;428658;ОП-З-00477-001;2023-07-06 17:10:42.967980+03:00;428589;1026103709499;2023-07-06;17;"ФГБОУ ВО ""РОСТОВСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ПУТЕЙ СООБЩЕНИЯ"", ФГБОУ ВО РГУПС, РГУПС";Южный;Ростовская обл;Ростов-на-Дону;UTC+3;47.2509761;39.6983233;2023-07-06 17:10:42.967980+03:00
71;430906;ОП-З-00534-002;2023-07-10 11:52:39.870390+03:00;430799;1027808757844;2023-07-10;11;ГБОУ ШКОЛА № 621 САНКТ-ПЕТЕРБУРГА;Северо-Западный;г Санкт-Петербург;Санкт-Петербург;UTC+3;59.8042477;30.5902431;2023-07-10 11:52:39.870390+03:00
72;427535;ОП-З-00452-001;2023-07-06 12:42:10.891298+03:00;427480;1024400523322;2023-07-06;12;СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 37 ГОРОДА КОСТРОМЫ ИМЕНИ ВЫДАЮЩЕГОСЯ ЗЕМЛЯКА ТАРТЫШЕВА АНДРЕЯ МИХАЙЛОВИЧА;Центральный;Костромская обл;Кострома;UTC+3;57.746007;40.970372;2023-07-06 12:42:10.891298+03:00
73;435603;О-З-00668-003;2023-07-17 16:11:02.163155+03:00;435409;1209200005486;2023-07-17;16;"ГБОУ ""ШКОЛА ЭКОТЕХ+""";Южный;г Севастополь;Севастополь;UTC+3;44.575562;33.4588711;2023-07-17 16:11:02.163155+03:00
74;435378;ОП-З-00663-001;2023-07-17 15:47:02.301400+03:00;435294;1033301806537;2023-07-17;15;"ГАПОУ ВО ""ВЛГК ИМ. СОВЕТКИНА""";Центральный;Владимирская обл;Владимир;UTC+3;56.1263544;40.3868986;2023-07-17 15:47:02.301400+03:00
75;412700;ОП-З-00020-001;2023-06-20 12:43:32.433045+03:00;412518;1026401590610;2023-06-20;12;"МАОУ ""ГИМНАЗИЯ ИМЕНИ Ю.А. ГАРНАЕВА""";Приволжский;Саратовская обл;Балашов;UTC+4;51.5520858;43.1420728;2023-06-20 13:43:32.433045+04:00
76;412449;О-З-00017-001;2023-06-20 09:28:02.059659+03:00;412442;1030100510461;2023-06-20;9;УО АМО КОШЕХАБЛЬСКИЙ РАЙОН;Южный;Респ Адыгея;;UTC+3;44.895884;40.492873;2023-06-20 09:28:02.059659+03:00
77;416174;ОП-З-00128-001;2023-06-27 11:46:13.553784+03:00;416138;1027808757844;2023-06-27;11;ГБОУ ШКОЛА № 621 САНКТ-ПЕТЕРБУРГА;Северо-Западный;г Санкт-Петербург;Санкт-Петербург;UTC+3;59.8042477;30.5902431;2023-06-27 11:46:13.553784+03:00
78;415422;ОП-З-00109-001;2023-06-26 13:54:39.174865+03:00;415410;1027739054420;2023-06-26;13;ФГАОУ ВО РНИМУ ИМ. Н.И. ПИРОГОВА МИНЗДРАВА РОССИИ;Центральный;г Москва;Москва;UTC+3;55.6463409;37.4917505;2023-06-26 13:54:39.174865+03:00
79;413936;З-00073;2023-06-23 06:31:01.626025+03:00;0;1022200907794;2023-06-23;6;"КГБОУ ""АЛТАЙСКИЙ КРАЕВОЙ ПЕДАГОГИЧЕСКИЙ ЛИЦЕЙ-ИНТЕРНАТ""";Сибирский;Алтайский край;Барнаул;UTC+7;53.33927;83.767044;2023-06-23 10:31:01.626025+07:00
80;412256;ОП-З-00004-001;2023-06-19 14:25:25.024157+03:00;412244;1026605402394;2023-06-19;14;МАОУ СОШ № 76 С УГЛУБЛЕННЫМ ИЗУЧЕНИЕМ ОТДЕЛЬНЫХ ПРЕДМЕТОВ;Уральский;Свердловская обл;Екатеринбург;UTC+5;56.8306504;60.6230595;2023-06-19 16:25:25.024157+05:00
81;415796;ОП-З-00116-001;2023-06-27 09:30:44.920739+03:00;415708;1173850022774;2023-06-27;9;МАОУ Г. ИРКУТСКА СОШ №69;Сибирский;Иркутская обл;Иркутск;UTC+8;52.3514551;104.1455987;2023-06-27 14:30:44.920739+08:00
82;412203;З-00003;2023-06-19 13:37:01.991933+03:00;0;1022701290116;2023-06-19;13;МАОУ СОШ № 77;Дальневосточный;Хабаровский край;Хабаровск;UTC+10;48.5061333;135.0716054;2023-06-19 20:37:01.991933+10:00
83;416088;ОП-З-00116-002;2023-06-27 11:10:07.106840+03:00;415708;1173850022774;2023-06-27;11;МАОУ Г. ИРКУТСКА СОШ №69;Сибирский;Иркутская обл;Иркутск;UTC+8;52.3514551;104.1455987;2023-06-27 16:10:07.106840+08:00
84;429066;ОП-З-00489-001;2023-07-07 10:10:29.728275+03:00;428931;1153668049028;2023-07-07;10;"ГБПОУ ВО ""БТПИТ""";Центральный;Воронежская обл;Борисоглебск;UTC+3;51.3661017;42.0810139;2023-07-07 10:10:29.728275+03:00
85;429138;О-З-00355-004;2023-07-07 10:22:01.630207+03:00;423447;1142722001223;2023-07-07;10;КГАНОУ КЦО;Дальневосточный;Хабаровский край;Хабаровск;UTC+10;48.4284741;135.1070275;2023-07-07 17:22:01.630207+10:00
