;docid;docnumber;docdate;parent;request;date;hour;name;federal_district;region_with_type;city;timezone;lat;lon;local_time
3373;477376;ОП-З-01966-001;2023-09-18 12:36:28.654231+03:00;477364;1026900570201;2023-09-18;12;"ГБП ОУ ""ТВЕРСКОЙ ПЕДАГОГИЧЕСКИЙ КОЛЛЕДЖ""";Центральный;Тверская обл;Тверь;UTC+3;56.8247293;35.8982974;2023-09-18 12:36:28.654231+03:00
3374;475071;ОП-З-01904-001;2023-09-14 15:33:31.940287+03:00;475058;1035751001670;2023-09-14;15;"БПОУ ОО ""ОРЛОВСКИЙ АВТОДОРОЖНЫЙ ТЕХНИКУМ""";Центральный;Орловская обл;Орёл;UTC+3;52.9695866;36.0763408;2023-09-14 15:33:31.940287+03:00
3375;476662;З-01944;2023-09-15 15:46:01.994697+03:00;0;1149102131265;2023-09-15;15;"ГБ ПОУ РК ""ФПТ""";Южный;Респ Крым;Феодосия;UTC+3;45.0416206;35.3680468;2023-09-15 15:46:01.994697+03:00
3376;474926;ОП-З-01899-001;2023-09-14 14:44:30.094672+03:00;474893;1026900570201;2023-09-14;14;"ГБП ОУ ""ТВЕРСКОЙ ПЕДАГОГИЧЕСКИЙ КОЛЛЕДЖ""";Центральный;Тверская обл;Тверь;UTC+3;56.8247293;35.8982974;2023-09-14 14:44:30.094672+03:00
3377;477395;ОП-З-01967-001;2023-09-18 12:51:51.433847+03:00;477384;1021603065153;2023-09-18;12;"ГАПОУ ""КАЗАНСКИЙ ТОРГОВО-ЭКОНОМИЧЕСКИЙ ТЕХНИКУМ""";Приволжский;Респ Татарстан;Казань;UTC+3;55.8172657;49.0872345;2023-09-18 12:51:51.433847+03:00
3378;477118;О-З-01629-005;2023-09-18 10:10:01.623197+03:00;465989;1022701295011;2023-09-18;10;КГБ ПОУ ХТТТ;Дальневосточный;Хабаровский край;Хабаровск;UTC+10;48.4441749;135.1416054;2023-09-18 17:10:01.623197+10:00
3379;482458;З-02095;2023-09-25 08:45:02.142530+03:00;0;1026900570201;2023-09-25;8;"ГБП ОУ ""ТВЕРСКОЙ ПЕДАГОГИЧЕСКИЙ КОЛЛЕДЖ""";Центральный;Тверская обл;Тверь;UTC+3;56.8247293;35.8982974;2023-09-25 08:45:02.142530+03:00
3380;476451;О-З-01885-001;2023-09-15 14:41:01.419902+03:00;474288;1027403857568;2023-09-15;14;"ФГАОУ ВО ""ЮУРГУ (НИУ)"", ЮЖНО-УРАЛЬСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ";Уральский;Челябинская обл;Челябинск;UTC+5;55.1604676;61.3702552;2023-09-15 16:41:01.419902+05:00
3381;487439;ОП-З-02211-003;2023-09-29 14:10:15.164216+03:00;486640;1020100700641;2023-09-29;14;"ГБПОО РА ""МАЙКОПСКИЙ МЕДИЦИНСКИЙ КОЛЛЕДЖ""";Южный;Респ Адыгея;Майкоп;UTC+3;44.6028696;40.1001747;2023-09-29 14:10:15.164216+03:00
3382;475976;О-З-01925-001;2023-09-15 11:24:01.522691+03:00;475829;1127451018750;2023-09-15;11;"ГБПОУ ""ЮУГК""";Уральский;Челябинская обл;Челябинск;UTC+5;55.1476163;61.3932449;2023-09-15 13:24:01.522691+05:00
3383;494529;ОП-З-02375-001;2023-10-09 10:14:24.341214+03:00;494506;1021900535975;2023-10-09;10;ГБПОУ РХ ХПК;Сибирский;Респ Хакасия;Абакан;UTC+7;53.7200842;91.4666519;2023-10-09 14:14:24.341214+07:00
3384;462753;З-01537;2023-09-06 04:23:02.122868+03:00;0;1022500615610;2023-09-06;4;"КГА ПОУ ""ДИТК""";Дальневосточный;Приморский край;Дальнегорск;UTC+10;44.5446528;135.5513893;2023-09-06 11:23:02.122868+10:00
3385;477126;З-01959;2023-09-18 10:17:02.162779+03:00;0;1021000541979;2023-09-18;10;"ГАПОУ РК ""ПЕТРОЗАВОДСКИЙ АВТОТРАНСПОРТНЫЙ ТЕХНИКУМ"", ГАПОУ РК ""ПАТТ""";Северо-Западный;Респ Карелия;Петрозаводск;UTC+3;61.8003555;34.3182861;2023-09-18 10:17:02.162779+03:00
3386;468978;З-01736;2023-09-11 08:18:01.863141+03:00;0;1024502052530;2023-09-11;8;"ГБПОУ ""МППК""";Уральский;Курганская обл;;UTC+5;55.3377481;63.9115903;2023-09-11 10:18:01.863141+05:00
3387;481812;ОП-З-02071-001;2023-09-22 12:28:36.864624+03:00;481713;1156027004715;2023-09-22;12;"ГБПОУ ПО ПКПТИС; ГБПОУ ПО ""ПСКОВСКИЙ КОЛЛЕДЖ ПРОФЕССИОНАЛЬНЫХ ТЕХНОЛОГИЙ И СЕРВИСА""";Северо-Западный;Псковская обл;Псков;UTC+3;57.839511;28.303714;2023-09-22 12:28:36.864624+03:00
3388;475575;З-01920;2023-09-15 09:10:02.519906+03:00;0;1023801748761;2023-09-15;9;ФГБОУ ВО ИРГУПС;Сибирский;Иркутская обл;Иркутск;UTC+8;52.2706224;104.2610916;2023-09-15 14:10:02.519906+08:00
3389;476556;О-З-01930-003;2023-09-15 15:02:01.668552+03:00;476025;1027600693812;2023-09-15;15;ФГБОУ ВО ЯГМУ МИНЗДРАВА РОССИИ;Центральный;Ярославская обл;Ярославль;UTC+3;57.6242278;39.8963237;2023-09-15 15:02:01.668552+03:00
3390;475355;ОП-З-01907-001;2023-09-14 16:47:57.404560+03:00;475247;1024800834250;2023-09-14;16;;;;;;;;2023-09-14 16:47:57.404560+03:00
3391;475471;О-З-01794-002;2023-09-14 19:01:02.287828+03:00;471193;1026103709499;2023-09-14;19;"ФГБОУ ВО ""РОСТОВСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ПУТЕЙ СООБЩЕНИЯ"", ФГБОУ ВО РГУПС, РГУПС";Южный;Ростовская обл;Ростов-на-Дону;UTC+3;47.2509761;39.6983233;2023-09-14 19:01:02.287828+03:00
3392;475813;З-01924;2023-09-15 10:31:01.508681+03:00;0;1023801748761;2023-09-15;10;ФГБОУ ВО ИРГУПС;Сибирский;Иркутская обл;Иркутск;UTC+8;52.2706224;104.2610916;2023-09-15 15:31:01.508681+08:00
3393;470515;З-01768;2023-09-11 14:38:01.819032+03:00;0;1022601974757;2023-09-11;14;ГБПОУ ССТ;Северо-Кавказский;Ставропольский край;Ставрополь;UTC+3;45.0425912;41.9821624;2023-09-11 14:38:01.819032+03:00
3394;494538;ОП-З-02373-001;2023-10-09 10:15:22.653286+03:00;494482;1057747900143;2023-10-09;10;УРАЛЬСКИЙ ИНСТИТУТ ГПС МЧС РОССИИ;Уральский;Свердловская обл;Екатеринбург;UTC+5;56.8466706;60.6467496;2023-10-09 12:15:22.653286+05:00
3395;496281;О-З-02416-005;2023-10-10 15:11:01.930950+03:00;496062;1027301584067;2023-10-10;15;"ОГАПОУ ""УАВИАК-МЦК""";Приволжский;Ульяновская обл;Ульяновск;UTC+4;54.368601;48.5940611;2023-10-10 16:11:01.930950+04:00
3396;477140;ОП-З-01959-001;2023-09-18 10:22:57.934422+03:00;477126;1021000541979;2023-09-18;10;"ГАПОУ РК ""ПЕТРОЗАВОДСКИЙ АВТОТРАНСПОРТНЫЙ ТЕХНИКУМ"", ГАПОУ РК ""ПАТТ""";Северо-Западный;Респ Карелия;Петрозаводск;UTC+3;61.8003555;34.3182861;2023-09-18 10:22:57.934422+03:00
3397;475644;ОП-З-01915-001;2023-09-15 09:28:12.539853+03:00;475497;1025402485580;2023-09-15;9;"ГБПОУ НСО ""НОВОСИБИРСКИЙ АВИАЦИОННЫЙ ТЕХНИЧЕСКИЙ КОЛЛЕДЖ ИМЕНИ Б.С. ГАЛУЩАКА""; ГБПОУ НСО ""НАТК ИМ. Б.С. ГАЛУЩАКА""";Сибирский;Новосибирская обл;Новосибирск;UTC+7;55.0440229;82.9173623;2023-09-15 13:28:12.539853+07:00
3398;475860;ОП-З-01911-003;2023-09-15 10:46:05.083211+03:00;475419;1021000541979;2023-09-15;10;"ГАПОУ РК ""ПЕТРОЗАВОДСКИЙ АВТОТРАНСПОРТНЫЙ ТЕХНИКУМ"", ГАПОУ РК ""ПАТТ""";Северо-Западный;Респ Карелия;Петрозаводск;UTC+3;61.8003555;34.3182861;2023-09-15 10:46:05.083211+03:00
3399;475567;ОП-З-01914-001;2023-09-15 09:09:43.635971+03:00;475489;1022200814030;2023-09-15;9;"КГБПОУ ""РУБЦОВСКИЙ АГРАРНО-ПРОМЫШЛЕННЫЙ ТЕХНИКУМ""";Сибирский;Алтайский край;Рубцовск;UTC+7;51.524113;81.2151976;2023-09-15 13:09:43.635971+07:00
3400;462727;З-01535;2023-09-06 01:40:01.664240+03:00;0;1022800710613;2023-09-06;1;ГПОАУ АМФЦПК;Дальневосточный;Амурская обл;Белогорск;UTC+9;50.8972759;128.5398316;2023-09-06 07:40:01.664240+09:00
3401;478865;О-З-01995-001;2023-09-19 14:55:02.118052+03:00;478675;1021300972769;2023-09-19;14;"ГБПОУ РМ ""СГПЭК""";Приволжский;Респ Мордовия;Саранск;UTC+3;54.1902074;45.1873909;2023-09-19 14:55:02.118052+03:00
3402;476570;ОП-З-01930-004;2023-09-15 15:07:56.234671+03:00;476025;1027600693812;2023-09-15;15;ФГБОУ ВО ЯГМУ МИНЗДРАВА РОССИИ;Центральный;Ярославская обл;Ярославль;UTC+3;57.6242278;39.8963237;2023-09-15 15:07:56.234671+03:00
3403;476830;ОП-З-01949-001;2023-09-15 17:03:36.186514+03:00;476787;1021500582278;2023-09-15;17;"ГБПОУ ""ВКЭ""";Северо-Кавказский;Респ Северная Осетия - Алания;Владикавказ;UTC+3;43.0258051;44.7046603;2023-09-15 17:03:36.186514+03:00
3404;475537;О-З-01907-001;2023-09-15 08:29:01.490165+03:00;475247;1024800834250;2023-09-15;8;;;;;;;;2023-09-15 08:29:01.490165+03:00
3405;476537;О-З-01938-004;2023-09-15 14:57:02.141955+03:00;476264;1021300972769;2023-09-15;14;"ГБПОУ РМ ""СГПЭК""";Приволжский;Респ Мордовия;Саранск;UTC+3;54.1902074;45.1873909;2023-09-15 14:57:02.141955+03:00
3406;476916;З-01954;2023-09-16 15:40:02.522486+03:00;0;1021500582278;2023-09-16;15;"ГБПОУ ""ВКЭ""";Северо-Кавказский;Респ Северная Осетия - Алания;Владикавказ;UTC+3;43.0258051;44.7046603;2023-09-16 15:40:02.522486+03:00
3407;475585;ОП-З-01918-001;2023-09-15 09:14:21.981817+03:00;475546;1027600693812;2023-09-15;9;ФГБОУ ВО ЯГМУ МИНЗДРАВА РОССИИ;Центральный;Ярославская обл;Ярославль;UTC+3;57.6242278;39.8963237;2023-09-15 09:14:21.981817+03:00
3408;476972;ОП-З-01955-001;2023-09-18 09:01:25.959084+03:00;476923;1021500582278;2023-09-18;9;"ГБПОУ ""ВКЭ""";Северо-Кавказский;Респ Северная Осетия - Алания;Владикавказ;UTC+3;43.0258051;44.7046603;2023-09-18 09:01:25.959084+03:00
3409;475656;ОП-З-01916-001;2023-09-15 09:30:33.605744+03:00;475504;1022200882362;2023-09-15;9;"КГБПОУ ""ЯРОВСКОЙ ПОЛИТЕХНИЧЕСКИЙ ТЕХНИКУМ""";Сибирский;Алтайский край;Яровое;UTC+7;52.914494;78.563995;2023-09-15 13:30:33.605744+07:00
3410;477344;ОП-З-01963-001;2023-09-18 12:05:33.401755+03:00;477275;1021300972769;2023-09-18;12;"ГБПОУ РМ ""СГПЭК""";Приволжский;Респ Мордовия;Саранск;UTC+3;54.1902074;45.1873909;2023-09-18 12:05:33.401755+03:00
3411;477415;ОП-З-01961-002;2023-09-18 13:18:45.412260+03:00;477219;1024001432234;2023-09-18;13;"ГБПОУ КО ""КТЭП""";Центральный;Калужская обл;Калуга;UTC+3;54.517941;36.2890439;2023-09-18 13:18:45.412260+03:00
3412;485365;О-З-02131-006;2023-09-28 11:00:02.577775+03:00;483854;1022401359177;2023-09-28;11;"КГБПОУ ""КАНСКИЙ ТЕХНОЛОГИЧЕСКИЙ КОЛЛЕДЖ""";Сибирский;Красноярский край;Канск;UTC+7;56.2079334;95.7029443;2023-09-28 15:00:02.577775+07:00
3413;475880;ОП-З-01928-001;2023-09-15 10:48:59.826108+03:00;475865;1021900535975;2023-09-15;10;ГБПОУ РХ ХПК;Сибирский;Респ Хакасия;Абакан;UTC+7;53.7200842;91.4666519;2023-09-15 14:48:59.826108+07:00
3414;475606;О-З-01918-001;2023-09-15 09:20:01.932712+03:00;475546;1027600693812;2023-09-15;9;ФГБОУ ВО ЯГМУ МИНЗДРАВА РОССИИ;Центральный;Ярославская обл;Ярославль;UTC+3;57.6242278;39.8963237;2023-09-15 09:20:01.932712+03:00
3415;475681;ОП-З-01913-001;2023-09-15 09:43:13.168873+03:00;475464;1021500582278;2023-09-15;9;"ГБПОУ ""ВКЭ""";Северо-Кавказский;Респ Северная Осетия - Алания;Владикавказ;UTC+3;43.0258051;44.7046603;2023-09-15 09:43:13.168873+03:00
3416;476982;ОП-З-01951-001;2023-09-18 09:05:03.877293+03:00;476893;1025201740497;2023-09-18;9;ГБПОУ ДПК;Приволжский;Нижегородская обл;Дзержинск;UTC+3;56.2412388;43.4513815;2023-09-18 09:05:03.877293+03:00
3417;475625;О-З-01911-001;2023-09-15 09:21:01.598820+03:00;475419;1021000541979;2023-09-15;9;"ГАПОУ РК ""ПЕТРОЗАВОДСКИЙ АВТОТРАНСПОРТНЫЙ ТЕХНИКУМ"", ГАПОУ РК ""ПАТТ""";Северо-Западный;Респ Карелия;Петрозаводск;UTC+3;61.8003555;34.3182861;2023-09-15 09:21:01.598820+03:00
3418;477403;О-З-01961-001;2023-09-18 13:10:01.463825+03:00;477219;1024001432234;2023-09-18;13;"ГБПОУ КО ""КТЭП""";Центральный;Калужская обл;Калуга;UTC+3;54.517941;36.2890439;2023-09-18 13:10:01.463825+03:00
3419;475620;ОП-З-01918-002;2023-09-15 09:25:41.307605+03:00;475546;1027600693812;2023-09-15;9;ФГБОУ ВО ЯГМУ МИНЗДРАВА РОССИИ;Центральный;Ярославская обл;Ярославль;UTC+3;57.6242278;39.8963237;2023-09-15 09:25:41.307605+03:00
3420;487402;О-З-02211-002;2023-09-29 14:05:01.498437+03:00;486640;1020100700641;2023-09-29;14;"ГБПОО РА ""МАЙКОПСКИЙ МЕДИЦИНСКИЙ КОЛЛЕДЖ""";Южный;Респ Адыгея;Майкоп;UTC+3;44.6028696;40.1001747;2023-09-29 14:05:01.498437+03:00
3421;475689;ОП-З-01918-003;2023-09-15 09:37:12.911092+03:00;475546;1027600693812;2023-09-15;9;ФГБОУ ВО ЯГМУ МИНЗДРАВА РОССИИ;Центральный;Ярославская обл;Ярославль;UTC+3;57.6242278;39.8963237;2023-09-15 09:37:12.911092+03:00
3422;478884;О-З-01994-001;2023-09-19 15:13:01.637096+03:00;478663;1022301812500;2023-09-19;15;НАН ЧОУ ВО АКАДЕМИЯ ИМСИТ;Южный;Краснодарский край;Краснодар;UTC+3;45.063432;38.995714;2023-09-19 15:13:01.637096+03:00
3423;496320;ОП-З-02400-003;2023-10-10 15:29:18.536787+03:00;495384;1036300667534;2023-10-10;15;"ГАПОУ ""СГК""";Приволжский;Самарская обл;Самара;UTC+4;53.1871171;50.0961042;2023-10-10 16:29:18.536787+04:00
3424;475892;ОП-З-01924-001;2023-09-15 10:49:59.543074+03:00;475813;1023801748761;2023-09-15;10;ФГБОУ ВО ИРГУПС;Сибирский;Иркутская обл;Иркутск;UTC+8;52.2706224;104.2610916;2023-09-15 15:49:59.543074+08:00
3425;476732;ОП-З-01946-001;2023-09-15 16:28:27.380777+03:00;476721;1021500582278;2023-09-15;16;"ГБПОУ ""ВКЭ""";Северо-Кавказский;Респ Северная Осетия - Алания;Владикавказ;UTC+3;43.0258051;44.7046603;2023-09-15 16:28:27.380777+03:00
3426;487472;ОП-З-02213-002;2023-09-29 14:13:51.969291+03:00;486851;1030400733220;2023-09-29;14;"БПОУ РА ""Г-АПК ИМ. В. А. СЛАСТЁНИНА""";Сибирский;Респ Алтай;Горно-Алтайск;UTC+7;51.957043;85.9476972;2023-09-29 18:13:51.969291+07:00
3427;490244;ОП-З-02285-001;2023-10-04 10:20:58.325663+03:00;490027;1022601977364;2023-10-04;10;ГБПОУ СРМК;Северо-Кавказский;Ставропольский край;Ставрополь;UTC+3;45.061791;41.9272334;2023-10-04 10:20:58.325663+03:00
3428;476128;ОП-З-01907-002;2023-09-15 12:57:11.863029+03:00;475247;1024800834250;2023-09-15;12;;;;;;;;2023-09-15 12:57:11.863029+03:00
3429;470958;З-01785;2023-09-11 22:59:01.518062+03:00;0;1037828029007;2023-09-11;22;ФГБОУ ВО СПХФУ МИНЗДРАВА РОССИИ;Северо-Западный;г Санкт-Петербург;Санкт-Петербург;UTC+3;59.970943;30.31082;2023-09-11 22:59:01.518062+03:00
3430;475829;З-01925;2023-09-15 10:39:02.056088+03:00;0;1127451018750;2023-09-15;10;"ГБПОУ ""ЮУГК""";Уральский;Челябинская обл;Челябинск;UTC+5;55.1476163;61.3932449;2023-09-15 12:39:02.056088+05:00
3431;470887;З-01782;2023-09-11 17:02:01.747095+03:00;0;1159102037940;2023-09-11;17;"ФГБОУ ВО ""КГМТУ""";Южный;Респ Крым;Керчь;UTC+3;45.2990979;36.4272965;2023-09-11 17:02:01.747095+03:00
3432;476204;ОП-З-01794-003;2023-09-15 13:10:17.397688+03:00;471193;1026103709499;2023-09-15;13;"ФГБОУ ВО ""РОСТОВСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ПУТЕЙ СООБЩЕНИЯ"", ФГБОУ ВО РГУПС, РГУПС";Южный;Ростовская обл;Ростов-на-Дону;UTC+3;47.2509761;39.6983233;2023-09-15 13:10:17.397688+03:00
3433;482429;З-02092;2023-09-25 07:05:01.932907+03:00;0;1027501153074;2023-09-25;7;"ГПОУ ""ЧПТК""";Дальневосточный;Забайкальский край;Чита;UTC+9;52.0296645;113.5078224;2023-09-25 13:05:01.932907+09:00
3434;479222;З-02005;2023-09-19 17:29:02.364915+03:00;0;1149204051061;2023-09-19;17;"ГБОУПО ""СТЭТ""";Южный;г Севастополь;Севастополь;UTC+3;44.5913561;33.5159565;2023-09-19 17:29:02.364915+03:00
3435;474194;З-01880;2023-09-13 20:57:02.261319+03:00;0;1020100700641;2023-09-13;20;"ГБПОО РА ""МАЙКОПСКИЙ МЕДИЦИНСКИЙ КОЛЛЕДЖ""";Южный;Респ Адыгея;Майкоп;UTC+3;44.6028696;40.1001747;2023-09-13 20:57:02.261319+03:00
3436;475792;ОП-З-01830-003;2023-09-15 10:43:54.744476+03:00;472314;1023801748761;2023-09-15;10;ФГБОУ ВО ИРГУПС;Сибирский;Иркутская обл;Иркутск;UTC+8;52.2706224;104.2610916;2023-09-15 15:43:54.744476+08:00
3437;475909;О-З-01922-001;2023-09-15 11:02:02.060319+03:00;475729;1027806887184;2023-09-15;11;"СПБ ГБ ПОУ ""РАДИОТЕХНИЧЕСКИЙ КОЛЛЕДЖ""";Северо-Западный;г Санкт-Петербург;Санкт-Петербург;UTC+3;59.948392;30.265688;2023-09-15 11:02:02.060319+03:00
3438;507638;ОП-З-02695-001;2023-10-25 12:47:23.560274+03:00;507611;1023701508236;2023-10-25;12;ОГБПОУ КОХОМСКИЙ ИНДУСТРИАЛЬНЫЙ КОЛЛЕДЖ;Центральный;Ивановская обл;Кохма;UTC+3;56.933651;41.077011;2023-10-25 12:47:23.560274+03:00
3439;498499;З-02476;2023-10-13 06:28:01.574926+03:00;0;1022401359177;2023-10-13;6;"КГБПОУ ""КАНСКИЙ ТЕХНОЛОГИЧЕСКИЙ КОЛЛЕДЖ""";Сибирский;Красноярский край;Канск;UTC+7;56.2079334;95.7029443;2023-10-13 10:28:01.574926+07:00
3440;470041;З-01756;2023-09-11 12:06:01.729927+03:00;0;1022401359177;2023-09-11;12;"КГБПОУ ""КАНСКИЙ ТЕХНОЛОГИЧЕСКИЙ КОЛЛЕДЖ""";Сибирский;Красноярский край;Канск;UTC+7;56.2079334;95.7029443;2023-09-11 16:06:01.729927+07:00
3441;482733;ОП-З-02089-002;2023-09-25 14:44:15.491169+03:00;482407;1111415000498;2023-09-25;14;"ГБПОУ РС(Я) ""ТРАНСПОРТНЫЙ ТЕХНИКУМ ИМ. Р.И. БРЫЗГАЛОВА""";Дальневосточный;Респ Саха /Якутия/;;UTC+9;61.961269;129.915677;2023-09-25 20:44:15.491169+09:00
3442;478912;ОП-З-01995-002;2023-09-19 15:16:41.465565+03:00;478675;1021300972769;2023-09-19;15;"ГБПОУ РМ ""СГПЭК""";Приволжский;Респ Мордовия;Саранск;UTC+3;54.1902074;45.1873909;2023-09-19 15:16:41.465565+03:00
3443;476600;О-З-01938-005;2023-09-15 15:10:01.607867+03:00;476264;1021300972769;2023-09-15;15;"ГБПОУ РМ ""СГПЭК""";Приволжский;Респ Мордовия;Саранск;UTC+3;54.1902074;45.1873909;2023-09-15 15:10:01.607867+03:00
3444;494659;О-З-01845-002;2023-10-09 10:57:01.687194+03:00;472713;1025300993838;2023-10-09;10;"ОГА ПОУ ""БОРОВИЧСКИЙ ПЕДАГОГИЧЕСКИЙ КОЛЛЕДЖ""";Северо-Западный;Новгородская обл;Боровичи;UTC+3;58.3875001;33.9260661;2023-10-09 10:57:01.687194+03:00
3445;477168;О-З-01830-003;2023-09-18 10:50:02.547713+03:00;472314;1023801748761;2023-09-18;10;ФГБОУ ВО ИРГУПС;Сибирский;Иркутская обл;Иркутск;UTC+8;52.2706224;104.2610916;2023-09-18 15:50:02.547713+08:00
3446;477246;ОП-З-01961-001;2023-09-18 11:27:56.240450+03:00;477219;1024001432234;2023-09-18;11;"ГБПОУ КО ""КТЭП""";Центральный;Калужская обл;Калуга;UTC+3;54.517941;36.2890439;2023-09-18 11:27:56.240450+03:00
3447;475954;О-З-01914-001;2023-09-15 11:16:02.102217+03:00;475489;1022200814030;2023-09-15;11;"КГБПОУ ""РУБЦОВСКИЙ АГРАРНО-ПРОМЫШЛЕННЫЙ ТЕХНИКУМ""";Сибирский;Алтайский край;Рубцовск;UTC+7;51.524113;81.2151976;2023-09-15 15:16:02.102217+07:00
3448;476749;З-01947;2023-09-15 16:47:02.327279+03:00;0;1149102131265;2023-09-15;16;"ГБ ПОУ РК ""ФПТ""";Южный;Респ Крым;Феодосия;UTC+3;45.0416206;35.3680468;2023-09-15 16:47:02.327279+03:00
3449;479231;З-02006;2023-09-19 17:38:01.897960+03:00;0;1021500582278;2023-09-19;17;"ГБПОУ ""ВКЭ""";Северо-Кавказский;Респ Северная Осетия - Алания;Владикавказ;UTC+3;43.0258051;44.7046603;2023-09-19 17:38:01.897960+03:00
3450;476011;ОП-З-01914-002;2023-09-15 11:28:37.636764+03:00;475489;1022200814030;2023-09-15;11;"КГБПОУ ""РУБЦОВСКИЙ АГРАРНО-ПРОМЫШЛЕННЫЙ ТЕХНИКУМ""";Сибирский;Алтайский край;Рубцовск;UTC+7;51.524113;81.2151976;2023-09-15 15:28:37.636764+07:00
3451;476149;ОП-З-01933-001;2023-09-15 12:59:25.494893+03:00;476118;1030203921076;2023-09-15;12;ГБПОУ УКРТБ;Приволжский;Респ Башкортостан;Уфа;UTC+5;54.716255;56.0146359;2023-09-15 14:59:25.494893+05:00
3452;476231;ОП-З-01935-001;2023-09-15 13:15:38.665843+03:00;476174;1030203921076;2023-09-15;13;ГБПОУ УКРТБ;Приволжский;Респ Башкортостан;Уфа;UTC+5;54.716255;56.0146359;2023-09-15 15:15:38.665843+05:00
3453;483313;ОП-З-02114-001;2023-09-26 12:20:48.650537+03:00;483250;1159102004050;2023-09-26;12;"ГАПОУ РК ""КМК""";Южный;Респ Крым;Симферополь;UTC+3;44.966766;34.090769;2023-09-26 12:20:48.650537+03:00
3454;470611;З-01773;2023-09-11 15:01:02.097920+03:00;0;1020100700641;2023-09-11;15;"ГБПОО РА ""МАЙКОПСКИЙ МЕДИЦИНСКИЙ КОЛЛЕДЖ""";Южный;Респ Адыгея;Майкоп;UTC+3;44.6028696;40.1001747;2023-09-11 15:01:02.097920+03:00
3455;475940;ОП-З-01926-001;2023-09-15 11:42:22.157733+03:00;475842;1149102131265;2023-09-15;11;"ГБ ПОУ РК ""ФПТ""";Южный;Респ Крым;Феодосия;UTC+3;45.0416206;35.3680468;2023-09-15 11:42:22.157733+03:00
3456;478926;ОП-З-01994-002;2023-09-19 15:19:07.141760+03:00;478663;1022301812500;2023-09-19;15;НАН ЧОУ ВО АКАДЕМИЯ ИМСИТ;Южный;Краснодарский край;Краснодар;UTC+3;45.063432;38.995714;2023-09-19 15:19:07.141760+03:00
3457;476154;О-З-01933-001;2023-09-15 12:59:02.092531+03:00;476118;1030203921076;2023-09-15;12;ГБПОУ УКРТБ;Приволжский;Респ Башкортостан;Уфа;UTC+5;54.716255;56.0146359;2023-09-15 14:59:02.092531+05:00
3458;491203;О-З-02301-001;2023-10-04 16:29:01.613124+03:00;490984;1027000885251;2023-10-04;16;ФГБОУ ВО СИБГМУ МИНЗДРАВА РОССИИ;Сибирский;Томская обл;Томск;UTC+7;56.472889;84.949293;2023-10-04 20:29:01.613124+07:00
3459;484883;О-З-02131-004;2023-09-28 09:06:01.806338+03:00;483854;1022401359177;2023-09-28;9;"КГБПОУ ""КАНСКИЙ ТЕХНОЛОГИЧЕСКИЙ КОЛЛЕДЖ""";Сибирский;Красноярский край;Канск;UTC+7;56.2079334;95.7029443;2023-09-28 13:06:01.806338+07:00
3460;476083;ОП-З-01930-003;2023-09-15 12:15:51.275887+03:00;476025;1027600693812;2023-09-15;12;ФГБОУ ВО ЯГМУ МИНЗДРАВА РОССИИ;Центральный;Ярославская обл;Ярославль;UTC+3;57.6242278;39.8963237;2023-09-15 12:15:51.275887+03:00
3461;476037;ОП-З-01930-001;2023-09-15 11:55:07.661905+03:00;476025;1027600693812;2023-09-15;11;ФГБОУ ВО ЯГМУ МИНЗДРАВА РОССИИ;Центральный;Ярославская обл;Ярославль;UTC+3;57.6242278;39.8963237;2023-09-15 11:55:07.661905+03:00
3462;476118;З-01933;2023-09-15 12:49:01.391226+03:00;0;1030203921076;2023-09-15;12;ГБПОУ УКРТБ;Приволжский;Респ Башкортостан;Уфа;UTC+5;54.716255;56.0146359;2023-09-15 14:49:01.391226+05:00
3463;476045;О-З-01930-001;2023-09-15 12:02:02.154372+03:00;476025;1027600693812;2023-09-15;12;ФГБОУ ВО ЯГМУ МИНЗДРАВА РОССИИ;Центральный;Ярославская обл;Ярославль;UTC+3;57.6242278;39.8963237;2023-09-15 12:02:02.154372+03:00
3464;476069;О-З-01930-002;2023-09-15 12:14:01.893492+03:00;476025;1027600693812;2023-09-15;12;ФГБОУ ВО ЯГМУ МИНЗДРАВА РОССИИ;Центральный;Ярославская обл;Ярославль;UTC+3;57.6242278;39.8963237;2023-09-15 12:14:01.893492+03:00
3465;476615;ОП-З-01938-005;2023-09-15 15:11:23.162478+03:00;476264;1021300972769;2023-09-15;15;"ГБПОУ РМ ""СГПЭК""";Приволжский;Респ Мордовия;Саранск;UTC+3;54.1902074;45.1873909;2023-09-15 15:11:23.162478+03:00
3466;483709;О-З-02114-001;2023-09-26 18:29:01.614606+03:00;483250;1159102004050;2023-09-26;18;"ГАПОУ РК ""КМК""";Южный;Респ Крым;Симферополь;UTC+3;44.966766;34.090769;2023-09-26 18:29:01.614606+03:00
3467;476908;З-01953;2023-09-16 13:59:01.531903+03:00;0;1023800524802;2023-09-16;13;"ГБПОУ ИО ""АПЭТ""";Сибирский;Иркутская обл;Ангарск;UTC+8;52.5299004;103.8628329;2023-09-16 18:59:01.531903+08:00
